vizsgázó évfolyama	vizsgázó képzési típusa	vizsgázó neme	érdemjegy	össz százalék	össz pontszám	szövegértés	szövegalkotás: tartalmi minőség	szövegalkotás: szerkezet, felépítés	szövegalkotás: nyelvi minőség	levonás helyesírási hibák miatt (max.)	levonás íráskép miatt (max.)	írásbeli pontszám	nyelvi, irodalmi tételkifejtés: tartalom	nyelvi, irodalmi tételkifejtés: előadásmód	szóbeli pontszám		maximális pont írásbeli	maximális pont szóbeli		Százalék	Érdemjegy
12	szakközép	férfi				26	8	9	8	-15	0	36	12	10	22						
12	szakközép	nő				32	11	12	14	-4	0	65	4	3	7						
12	szakközép	nő				34	9	8	11	-3	0	59	8	6	14						
12	szakközép	férfi				28	10	8	9	-5	-1	49	8	9	17						
12	szakközép	nő				29	10	11	10	-15	0	45	12	14	26						
12	szakközép	férfi				31	6	6	5	-15	-1	32	9	12	21						
12	szakközép	nő				28	4	9	10	-10	0	41	4	3	7						
12	szakközép	férfi				19	10	9	10	-15	0	33	10	11	21						
12	szakközép	férfi				18	6	7	5	-15	-2	19	14	14	28						
12	szakközép	férfi				28	5	7	6	-15	-1	30	3	6	9						
12	szakközép	nő				35	12	17	16	-8	0	72	25	24	49						
12	szakközép	nő				27	9	14	8	-10	0	48	20	22	42						
12	szakközép	férfi				33	5	4	8	-2	0	48	9	11	20						
13	szakközép	nő				40	14	14	13	-8	0	73	12	23	35						
12	szakközép	nő				30	13	14	12	-14	0	55	23	22	45						
12	szakközép	nő				36	16	18	15	-5	0	80	18	23	41						
12	szakközép	nő				32	16	17	14	-14	0	65	11	12	23						
12	szakközép	férfi				30	4	11	10	-10	-2	43	8	7	15						
12	szakközép	férfi				23	3	3	4	-15	-1	17	10	11	21						
12	szakközép	nő				29	7	14	8	-15	0	43	18	19	37						
12	szakközép	férfi				27	5	6	6	-15	0	29	6	7	13						
12	szakközép	férfi				31	7	8	9	-15	0	40	13	12	25						
12	szakközép	férfi				31	4	14	10	-15	-1	43	15	13	28						
12	szakközép	férfi				25	2	3	4	-14	0	20	9	10	19						
12	szakközép	férfi				28	4	7	6	-4	0	41	12	10	22						
12	szakközép	férfi				24	10	11	4	-15	-1	33	12	9	21						
12	szakközép	nő				33	15	16	15	-14	0	65	22	21	43						
12	szakközép	nő				25	4	4	6	-4	0	35	10	9	19						
13	szakközép	férfi				39	4	15	18	0	-1	75	17	20	37						
12	szakközép	férfi				25	12	9	11	-11	0	46	6	6	12						
12	szakközép	nő				33	14	14	16	-7	0	70	21	20	41						
12	szakközép	nő				30	8	8	6	-15	0	37	9	9	18						
13	szakközép	nő				31	10	8	14	-9	0	54	16	17	33						
12	szakközép	nő				26	4	7	5	-15	0	27	10	13	23						
12	szakközép	nő				27	16	15	14	-15	0	57	10	13	23						
12	szakközép	férfi				31	15	14	11	-15	0	56	15	16	31						
12	szakközép	nő				37	16	18	17	-4	0	84	20	21	41						
12	szakközép	nő				27	8	9	11	-11	0	44	13	13	26						
13	szakközép	férfi				34	4	14	12	-7	-1	56	12	18	30						
12	szakközép	férfi				29	8	7	8	-15	0	37	14	15	29						
13	szakközép	férfi				39	4	13	13	-1	-1	67	21	23	44						
12	szakközép	férfi				25	14	15	13	-7	0	60	17	14	31						
12	szakközép	férfi				32	18	15	18	-10	0	73	20	20	40						
12	szakközép	nő				28	2	5	5	-11	0	29	4	5	9						
12	gimnázium	nő				36	20	20	19	-8	0	87	25	25	50						
12	gimnázium	férfi				33	14	14	17	-1	0	77	5	5	10						
12	gimnázium	férfi				38	14	14	14	-4	0	76	5	5	10						
12	gimnázium	férfi				36	18	14	12	-4	0	76	5	5	10						
12	szakközép	férfi				31	6	7	12	-6	-2	48	13	12	25						
12	szakközép	férfi				25	11	12	10	0	-1	57	11	11	22						
12	szakközép	férfi				23	2	5	4	-7	0	27	11	10	21						
12	szakközép	férfi				35	20	18	17	-4	-1	85	14	17	31						
12	szakközép	férfi				32	1	2	4	0	-1	38	5	6	11						
12	szakközép	férfi				26	7	14	14	-15	-2	44	15	11	26						
12	szakközép	férfi				30	1	2	6	0	0	39	4	5	9						
12	szakközép	férfi				20	13	16	13	-10	-1	51	19	22	41						
12	szakközép	férfi				30	5	5	5	-4	-1	40	8	9	17						
12	szakközép	férfi				26	6	10	8	-1	-1	48	15	13	28						
12	szakközép	nő				31	12	12	12	-7	0	60	8	11	19						
12	szakközép	férfi				34	14	14	14	-4	-2	70	13	14	27						
12	szakközép	férfi				27	10	8	9	-13	-1	40	12	8	20						
12	szakközép	nő				31	13	15	13	-6	0	66	21	24	45						
12	szakközép	férfi				39	16	13	12	-3	0	77	15	14	29						
12	szakközép	nő				35	14	16	17	-1	0	81	24	25	49						
12	szakközép	férfi				22	8	10	7	-15	0	32	8	8	16						
12	szakközép	nő				25	8	8	13	-2	0	52	17	21	38						
12	szakközép	férfi				35	10	12	10	-4	-1	62	14	12	26						
12	szakközép	férfi				35	12	12	11	-1	0	69	20	18	38						
12	szakközép	nő				34	15	16	15	-7	0	73	23	25	48						
12	szakközép	férfi				35	12	15	11	-1	0	72	13	12	25						
12	szakközép	férfi				38	20	20	20	-1	-1	96	20	23	43						
12	szakközép	nő				23	8	12	13	-4	0	52	8	9	17						
12	szakközép	férfi				28	8	10	10	-4	0	52	19	20	39						
12	szakközép	nő				33	14	16	15	-14	0	64	15	14	29						
12	szakközép	férfi				33	20	18	16	-4	-2	81	23	25	48						
12	szakközép	férfi				40	20	20	17	0	-1	96	25	25	50						
12	szakközép	férfi				32	18	19	14	-3	-1	79	15	14	29						
12	szakközép	férfi				30	6	14	12	-4	-1	57	13	14	27						
12	gimnázium	nő				37	18	19	16	-9	0	81	10	10	20						
12	szakközép	nő				33	13	14	14	-3	0	71	15	17	32						
12	szakközép	férfi				20	4	14	10	-15	0	33	12	16	28						
12	szakközép	nő				33	16	14	16	0	0	79	25	25	50						
12	szakközép	nő				29	4	18	16	-3	0	64	16	19	35						
12	szakközép	nő				31	14	15	15	-4	0	71	15	19	34						
12	szakközép	nő				28	7	9	8	-11	0	41	10	12	22						
12	szakközép	nő				34	13	13	13	-9	0	64	15	15	30						
12	szakközép	férfi				37	15	15	15	-14	0	68	20	25	45						
12	szakközép	nő				30	8	8	13	-7	0	52	9	8	17						
12	szakközép	nő				33	14	14	15	-2	0	74	24	24	48						
12	szakközép	férfi				35	15	15	15	-4	0	76	25	20	45						
12	szakközép	férfi				33	4	14	16	-5	0	62	18	18	36						
12	szakközép	nő				31	4	10	10	-9	0	46	15	12	27						
12	szakközép	férfi				26	12	12	13	-5	0	58	14	10	24						
12	szakközép	nő				23	8	10	12	-4	0	49	18	17	35						
12	szakközép	férfi				25	12	11	9	-15	0	42	3	3	6						
12	szakközép	nő				39	18	17	19	0	0	93	25	25	50						
12	szakközép	nő				28	5	10	10	-5	0	48	15	15	30						
12	szakközép	nő				29	15	15	15	-2	0	72	10	18	28						
13	gimnázium	nő				37	15	17	14	-10	-1	72	16	18	34						
12	szakközép	férfi				37	10	16	14	0	-1	76	23	24	47						
13	gimnázium	férfi				33	12	16	14	-13	0	62	16	17	33						
13	gimnázium	férfi				36	17	13	17	-3	0	80	15	15	30						
13	gimnázium	nő				38	18	19	14	-12	0	77	23	23	46						
13	gimnázium	nő				38	17	18	20	-2	0	91	20	25	45						
13	gimnázium	nő				35	16	17	20	0	0	88	18	25	43						
13	gimnázium	nő				40	19	18	19	0	0	96	19	25	44						
13	gimnázium	nő				40	20	20	20	0	0	100	25	25	50						
13	gimnázium	férfi				37	17	17	19	-5	0	85	22	25	47						
13	gimnázium	nő				38	20	20	18	-2	0	94	18	22	40						
13	gimnázium	férfi				35	13	11	15	-1	0	73	13	17	30						
13	gimnázium	nő				33	9	13	13	-15	0	53	19	18	37						
13	gimnázium	nő				34	17	17	16	-4	0	80	15	20	35						
13	gimnázium	nő				35	20	18	18	-5	0	86	20	24	44						
13	gimnázium	nő				38	20	20	18	-3	0	93	19	19	38						
13	gimnázium	férfi				32	11	9	12	-9	0	55	23	21	44						
13	gimnázium	nő				35	18	19	19	-3	0	88	22	24	46						
13	gimnázium	férfi				35	14	14	8	-15	0	56	6	6	12						
13	gimnázium	nő				36	14	14	15	-3	0	76	12	16	28						
12	gimnázium	férfi				34	8	8	12	-6	0	56	5	5	10						
12	szakközép	férfi				27	13	16	13	-15	0	54	7	8	15						
12	szakközép	nő				36	15	16	14	-5	0	76	15	16	31						
12	szakközép	nő				30	13	14	13	-12	0	58	17	21	38						
12	szakközép	nő				24	13	12	13	-15	0	47	7	9	16						
12	szakközép	férfi				27	13	13	7	-15	0	45	7	8	15						
12	szakközép	férfi				34	16	14	14	-15	-1	62	5	12	17						
12	szakközép	nő				30	4	10	10	-5	0	49	15	15	30						
12	szakközép	nő				29	2	5	5	-3	0	38	10	12	22						
12	szakközép	nő				33	15	15	18	-1	0	80	15	15	30						
12	szakközép	nő				35	12	18	18	-1	0	82	12	15	27						
12	szakközép	nő				37	20	20	20	0	0	97	20	20	40						
12	szakközép	férfi				36	12	10	12	-2	0	68	25	25	50						
12	szakközép	férfi				31	10	10	10	0	0	61	12	12	24						
12	szakközép	férfi				38	5	10	10	-9	0	54	18	18	36						
13	gimnázium	nő				32	20	18	17	-9	0	78	24	21	45						
13	gimnázium	férfi				34	9	11	13	-4	0	63	3	5	8						
13	gimnázium	férfi				33	14	14	13	-8	0	66	19	22	41						
13	gimnázium	nő				34	15	12	12	0	0	73	13	13	26						
13	gimnázium	nő				39	18	19	18	0	0	94	25	25	50						
13	szakközép	nő				39	15	18	15	-5	0	82	15	20	35						
13	gimnázium	nő				36	6	10	12	-7	0	57	14	13	27						
12	gimnázium	férfi				29	11	13	14	-9	0	58	3	5	8						
13	gimnázium	nő				33	11	14	12	-8	0	62	21	20	41						
13	gimnázium	nő				39	20	18	19	-1	0	95	23	25	48						
13	gimnázium	nő				40	20	20	20	0	0	100	25	25	50						
12	szakközép	nő				39	17	18	17	-4	-2	85	24	24	48						
12	szakközép	férfi				36	18	17	17	-2	0	86	23	20	43						
12	szakközép	férfi				35	8	10	10	-15	0	48	23	21	44						
12	szakközép	férfi				28	4	6	4	-15	0	27	2	2	4						
12	gimnázium	nő				37	20	20	20	-3	0	94	25	25	50						
12	szakközép	férfi				31	2	2	2	-15	0	22	15	12	27						
12	szakközép	férfi				26	6	7	9	-4	0	44	4	6	10						
12	szakközép	férfi				35	12	12	8	-13	-1	53	9	14	23						
12	szakközép	férfi				32	8	5	10	-2	0	53	15	16	31						
12	szakközép	férfi				34	4	4	4	-15	-1	30	15	16	31						
12	szakközép	férfi				38	20	20	19	-10	0	87	24	25	49						
12	szakközép	férfi				35	4	7	6	-14	-1	37	15	15	30						
12	szakközép	férfi				30	4	7	7	-14	0	34	7	7	14						
12	szakközép	nő				29	12	13	14	-5	0	63	9	14	23						
12	szakközép	férfi				32	4	6	6	-8	0	40	3	3	6						
12	szakközép	férfi				28	1	1	1	-15	-1	15	14	15	29						
12	szakközép	férfi				30	4	5	5	-15	0	29	16	16	32						
12	szakközép	férfi				35	10	13	13	-12	0	59	13	10	23						
12	szakközép	férfi				35	5	4	6	-15	0	35	17	16	33						
13	gimnázium	férfi				36	18	17	17	-7	0	81	25	25	50						
12	gimnázium	férfi				40	20	19	20	-2	0	97	25	25	50						
12	gimnázium	férfi				39	18	18	19	0	0	94	25	25	50						
12	gimnázium	férfi				39	14	14	13	-6	0	74	15	14	29						
12	gimnázium	nő				40	13	18	18	-3	0	86	24	25	49						
12	gimnázium	nő				34	13	14	14	-5	0	70	22	23	45						
12	gimnázium	nő				38	17	19	19	-2	0	91	25	24	49						
12	szakközép	férfi				24	4	8	7	-9	0	34	11	10	21						
12	szakközép	nő				26	2	7	6	-11	0	30	4	6	10						
12	gimnázium	nő				39	20	20	20	0	0	99	25	25	50						
12	gimnázium	nő				40	17	20	20	0	0	97	25	25	50						
12	gimnázium	nő				38	12	16	16	-7	0	75	19	19	38						
12	gimnázium	férfi				37	19	19	18	-3	0	90	23	24	47						
12	gimnázium	férfi				38	16	18	18	-2	0	88	24	24	48						
12	szakközép	férfi				30	13	10	13	-7	0	59	12	10	22						
12	szakközép	férfi				34	7	9	9	-15	0	44	8	12	20						
12	szakközép	férfi				40	15	18	20	-7	0	86	25	25	50						
12	szakközép	nő				25	8	10	10	0	0	53	8	8	16						
12	szakközép	férfi				25	10	10	10	-4	0	51	15	18	33						
13	gimnázium	férfi				36	15	15	17	-4	0	79	19	22	41						
12	szakközép	férfi				29	4	6	8	-6	0	41	10	10	20						
12	szakközép	férfi				30	10	14	14	0	0	68	20	20	40						
13	szakközép	férfi				32	14	12	10	-15	0	53	18	20	38						
12	szakközép	nő				31	5	4	10	-14	0	36	10	8	18						
13	gimnázium	nő				39	20	19	18	-7	0	89	25	24	49						
12	szakközép	nő				30	10	12	13	-6	0	59	24	24	48						
12	szakközép	nő				36	10	12	14	-9	0	63	20	23	43						
12	szakközép	nő				34	9	10	15	-7	0	61	12	19	31						
12	szakközép	nő				37	8	8	16	-1	0	68	5	5	10						
12	szakközép	nő				32	12	14	14	-9	0	63	13	21	34						
12	szakközép	nő				40	19	20	20	-4	0	95	25	25	50						
12	szakközép	férfi				32	14	15	15	-3	0	73	20	18	38						
12	szakközép	férfi				28	8	5	5	-15	-1	30	4	6	10						
12	szakközép	férfi				38	4	6	5	-7	-1	45	5	10	15						
12	gimnázium	nő				40	15	19	17	0	0	91	25	25	50						
12	gimnázium	nő				39	18	20	20	0	0	97	25	25	50						
12	gimnázium	nő				36	17	17	16	-1	0	85	22	24	46						
12	gimnázium	nő				40	20	20	20	-1	0	99	25	25	50						
12	gimnázium	nő				40	20	20	19	-2	0	97	25	25	50						
12	gimnázium	férfi				37	13	15	16	-1	0	80	20	20	40						
12	gimnázium	nő				35	14	20	19	0	0	88	25	25	50						
12	gimnázium	nő				38	20	20	18	-2	0	94	23	22	45						
12	gimnázium	férfi				39	16	18	20	-1	0	92	25	25	50						
12	gimnázium	nő				38	4	19	19	-1	0	79	22	25	47						
12	gimnázium	nő				37	15	19	17	-4	0	84	25	23	48						
12	gimnázium	férfi				38	20	20	17	-3	0	92	17	19	36						
12	gimnázium	férfi				30	10	12	14	-4	0	62	10	12	22						
12	gimnázium	nő				38	20	17	20	-1	0	94	17	19	36						
12	gimnázium	férfi				37	20	20	20	-2	0	95	18	19	37						
12	gimnázium	nő				33	16	14	18	-5	0	76	21	24	45						
12	gimnázium	nő				38	13	8	18	-5	0	72	18	21	39						
12	gimnázium	nő				38	18	18	20	0	0	94	18	17	35						
12	gimnázium	nő				36	7	11	14	-2	0	66	7	10	17						
12	gimnázium	nő				36	7	12	14	0	0	69	21	19	40						
12	gimnázium	nő				39	18	20	19	-8	0	88	17	17	34						
12	gimnázium	férfi				38	18	20	19	0	0	95	25	25	50						
12	gimnázium	nő				37	20	19	19	-1	0	94	17	18	35						
12	gimnázium	nő				39	20	20	20	-1	0	98	25	25	50						
12	gimnázium	nő				39	20	20	20	0	0	99	25	25	50						
12	gimnázium	nő				36	12	13	15	0	0	76	19	21	40						
12	gimnázium	nő				36	6	6	12	-1	0	59	16	17	33						
12	gimnázium	nő				37	5	9	12	-3	0	60	11	15	26						
12	gimnázium	nő				34	16	18	19	0	0	87	19	19	38						
12	gimnázium	nő				38	20	20	20	0	0	98	25	25	50						
12	gimnázium	nő				39	20	20	20	0	0	99	25	25	50						
12	gimnázium	férfi				37	7	6	9	-2	0	57	6	5	11						
12	gimnázium	férfi				40	20	20	19	-2	0	97	20	21	41						
12	gimnázium	férfi				33	12	8	14	-10	0	57	15	16	31						
12	gimnázium	férfi				34	11	8	14	-6	0	61	15	18	33						
12	gimnázium	férfi				36	10	13	18	-2	0	75	24	23	47						
12	gimnázium	nő				39	20	20	20	0	0	99	25	25	50						
12	gimnázium	nő				37	20	20	20	0	0	97	25	25	50						
12	szakközép	férfi				36	20	18	18	-14	0	78	22	25	47						
12	szakközép	férfi				28	9	10	10	-13	0	44	6	6	12						
12	szakközép	férfi				29	14	14	14	-11	0	60	17	20	37						
12	szakközép	férfi				33	12	14	14	-2	0	71	25	25	50						
12	szakközép	férfi				28	16	16	14	-1	0	73	17	20	37						
12	szakközép	férfi				38	12	12	12	-9	0	65	20	20	40						
12	szakközép	férfi				32	9	9	9	-8	0	51	15	15	30						
12	szakközép	férfi				30	12	10	10	-10	0	52	15	15	30						
12	szakközép	férfi				30	4	9	9	-7	0	45	10	15	25						
12	szakközép	férfi				33	4	8	10	-12	0	43	25	25	50						
12	szakközép	férfi				32	4	6	6	-15	0	33	15	15	30						
12	szakközép	férfi				32	8	8	8	-14	0	42	7	7	14						
12	szakközép	férfi				28	12	12	12	-3	0	61	20	25	45						
12	szakközép	férfi				32	14	14	14	-10	0	64	17	17	34						
12	szakközép	férfi				29	15	15	15	-2	0	72	4	4	8						
12	szakközép	férfi				31	4	8	8	-5	0	46	15	20	35						
12	szakközép	férfi				38	18	18	18	-1	0	91	18	20	38						
12	szakközép	férfi				27	10	10	10	-10	0	47	12	15	27						
12	szakközép	férfi				30	12	12	10	-13	0	51	15	15	30						
12	szakközép	férfi				27	4	8	8	-14	0	33	5	5	10						
12	szakközép	férfi				23	10	10	10	-4	0	49	15	18	33						
12	szakközép	férfi				30	5	5	5	-9	0	36	16	18	34						
12	szakközép	férfi				20	8	8	8	-2	0	42	7	7	14						
12	szakközép	férfi				30	4	10	10	0	0	54	12	15	27						
12	szakközép	férfi				30	10	15	15	-3	0	67	25	25	50						
12	szakközép	férfi				37	18	18	18	-3	0	88	25	25	50						
12	szakközép	férfi				30	12	12	12	-2	0	64	18	18	36						
12	gimnázium	nő				39	20	20	20	0	0	99	24	25	49						
12	gimnázium	nő				40	20	20	20	0	0	100	25	25	50						
12	gimnázium	férfi				39	15	15	16	-6	0	79	23	24	47						
12	gimnázium	férfi				39	4	14	15	-2	0	70	16	19	35						
12	szakközép	nő				28	9	6	10	-9	0	44	12	14	26						
12	gimnázium	férfi				33	15	16	13	-6	-1	70	17	20	37						
12	gimnázium	nő				40	19	18	19	-3	-1	92	23	25	48						
12	szakközép	nő				23	4	5	5	-7	0	30	4	4	8						
12	gimnázium	nő				37	11	14	17	0	0	79	25	25	50						
12	gimnázium	férfi				37	15	17	14	-5	-1	77	21	22	43						
12	gimnázium	férfi				38	15	17	17	0	0	87	25	25	50						
12	gimnázium	nő				37	17	16	16	-8	0	78	24	25	49						
12	gimnázium	nő				37	18	18	17	-4	0	86	25	25	50						
12	gimnázium	férfi				40	14	20	20	0	0	94	24	25	49						
12	gimnázium	nő				37	15	17	18	0	0	87	23	25	48						
12	gimnázium	nő				39	18	18	15	-7	0	83	25	25	50						
12	gimnázium	nő				40	20	20	20	0	0	100	25	25	50						
12	gimnázium	nő				36	19	20	18	-1	0	92	25	25	50						
12	gimnázium	nő				35	18	18	15	-1	0	85	25	25	50						
12	gimnázium	nő				39	20	20	20	-3	0	96	19	22	41						
12	gimnázium	férfi				39	17	19	18	-6	0	87	24	25	49						
12	gimnázium	férfi				37	17	17	15	-5	0	81	18	21	39						
12	gimnázium	férfi				36	16	14	17	-4	0	79	10	16	26						
12	gimnázium	férfi				38	20	20	20	0	0	98	25	25	50						
12	gimnázium	férfi				34	20	20	20	-1	0	93	25	23	48						
13	szakközép	nő				38	6	12	8	-7	0	57	12	19	31						
12	gimnázium	nő				40	16	15	16	-3	0	84	25	25	50						
12	gimnázium	nő				37	14	16	17	0	0	84	19	22	41						
12	gimnázium	nő				36	18	16	17	-11	0	76	20	19	39						
12	gimnázium	nő				39	15	14	12	-5	-1	74	16	17	33						
12	gimnázium	nő				39	10	10	12	-2	0	69	23	23	46						
12	gimnázium	nő				38	14	16	15	0	-1	82	25	25	50						
12	gimnázium	nő				40	15	14	14	-2	0	81	25	24	49						
12	gimnázium	férfi				38	15	15	15	-2	-1	80	22	21	43						
12	gimnázium	nő				39	16	17	16	-2	0	86	23	21	44						
12	gimnázium	nő				40	19	19	19	-1	0	96	25	25	50						
12	gimnázium	nő				39	15	18	17	-4	0	85	25	25	50						
12	gimnázium	férfi				39	16	18	17	-2	0	88	25	25	50						
12	szakközép	nő				36	20	20	20	-5	0	91	15	15	30						
12	gimnázium	nő				37	17	17	17	0	-1	87	23	23	46						
12	gimnázium	nő				38	16	17	18	-3	0	86	23	25	48						
12	gimnázium	nő				37	4	14	14	-3	0	66	24	24	48						
12	gimnázium	férfi				40	12	12	14	-3	0	75	10	15	25						
12	gimnázium	férfi				36	18	19	15	-4	-1	83	21	21	42						
12	szakközép	férfi				31	9	6	4	-15	0	35	20	20	40						
12	gimnázium	nő				37	18	19	17	-8	0	83	14	17	31						
12	gimnázium	nő				40	19	19	20	0	0	98	20	22	42						
12	gimnázium	férfi				39	18	19	18	-7	0	87	25	25	50						
12	szakközép	nő				36	10	11	13	-2	0	68	12	12	24						
12	szakközép	nő				34	9	9	9	-2	0	59	25	25	50						
12	szakközép	nő				36	5	14	14	-1	0	68	8	10	18						
12	szakközép	nő				27	4	8	8	-4	0	43	16	16	32						
12	gimnázium	nő				38	15	16	16	-3	-1	81	25	25	50						
12	szakközép	férfi				31	9	7	7	-4	0	50	13	12	25						
12	szakközép	nő				39	11	12	10	-1	0	71	25	25	50						
12	gimnázium	nő				39	14	15	14	-3	0	79	20	20	40						
12	szakközép	nő				33	9	10	12	-5	0	59	13	14	27						
12	gimnázium	nő				39	19	20	16	-1	0	93	25	25	50						
12	gimnázium	férfi				39	19	20	17	-3	0	92	25	24	49						
12	gimnázium	férfi				39	15	16	16	0	-1	85	20	16	36						
12	szakközép	nő				30	3	9	9	-2	0	49	17	24	41						
12	gimnázium	nő				39	17	18	17	-2	-1	88	25	25	50						
12	szakközép	nő				30	7	8	7	0	0	52	20	19	39						
12	szakközép	nő				38	8	8	10	-2	0	62	14	15	29						
12	szakközép	nő				38	10	11	11	-5	0	65	25	25	50						
12	szakközép	nő				34	6	8	9	-11	-1	45	18	19	37						
12	szakközép	nő				35	11	12	12	-1	0	69	25	25	50						
12	szakközép	nő				37	9	9	10	-3	0	62	20	22	42						
12	szakközép	nő				32	4	8	9	-1	0	52	25	25	50						
12	szakközép	nő				33	6	6	5	-15	-2	33	15	13	28						
12	szakközép	férfi				38	20	20	19	0	0	97	25	25	50						
12	szakközép	nő				35	5	9	12	-9	0	52	3	7	10						
12	szakközép	férfi				39	17	18	17	-5	0	86	25	25	50						
12	gimnázium	férfi				36	16	15	14	-15	0	66	25	25	50						
12	gimnázium	férfi				33	15	16	13	-15	0	62	18	20	38						
12	gimnázium	férfi				38	17	18	19	-7	0	85	24	25	49						
12	gimnázium	férfi				30	14	14	14	-15	0	57	20	22	42						
13	szakközép	férfi				39	11	13	12	-14	0	61	20	25	45						
12	gimnázium	férfi				35	20	20	20	-6	0	89	25	25	50						
12	gimnázium	nő				37	4	14	14	-15	0	54	12	16	28						
12	gimnázium	férfi				36	20	20	20	-3	0	93	25	25	50						
12	gimnázium	férfi				39	17	16	18	-5	0	85	24	24	48						
13	szakközép	férfi				27	15	8	10	-5	0	55	10	8	18						
12	gimnázium	nő				33	10	13	14	-8	0	62	16	20	36						
12	gimnázium	férfi				36	14	16	14	-9	0	71	18	23	41						
12	gimnázium	nő				38	19	20	20	-2	0	95	19	21	40						
12	gimnázium	nő				37	17	18	18	-5	0	85	23	25	48						
13	gimnázium	nő				38	18	20	18	0	0	94	17	23	40						
12	gimnázium	férfi				35	13	14	13	-8	-1	66	23	24	47						
12	gimnázium	férfi				32	11	13	14	-11	0	59	18	20	38						
12	gimnázium	férfi				38	16	16	15	-7	0	78	18	20	38						
12	gimnázium	férfi				30	14	15	14	-8	0	65	10	15	25						
12	gimnázium	férfi				37	17	18	17	-3	0	86	21	24	45						
12	gimnázium	férfi				38	19	18	18	-14	0	79	22	24	46						
12	gimnázium	nő				36	15	17	18	-8	0	78	25	25	50						
12	szakközép	nő				29	4	8	8	-15	-2	32	12	10	22						
12	gimnázium	nő				38	18	18	19	-4	0	89	24	24	48						
12	szakközép	nő				31	9	8	9	-2	0	55	13	14	27						
12	gimnázium	férfi				37	18	19	18	-6	0	86	21	23	44						
12	szakközép	nő				27	4	9	10	0	0	50	18	16	34						
12	gimnázium	nő				39	14	16	17	-5	0	81	19	23	42						
12	gimnázium	nő				32	13	16	16	-14	0	63	24	24	48						
12	szakközép	nő				34	14	16	14	-15	0	63	25	25	50						
12	szakközép	nő				33	6	9	9	-3	0	54	19	18	37						
12	gimnázium	nő				34	12	14	13	-15	0	58	20	22	42						
12	gimnázium	nő				40	15	19	19	-1	0	92	25	25	50						
12	gimnázium	nő				36	20	20	20	-3	0	93	25	24	49						
12	gimnázium	nő				39	13	15	15	-3	0	79	24	25	49						
12	szakközép	nő				33	11	14	11	-15	0	54	18	18	36						
12	gimnázium	nő				32	12	14	12	-15	0	55	10	12	22						
12	gimnázium	nő				34	14	19	19	0	0	86	25	24	49						
12	szakközép	nő				30	9	14	11	-15	-1	48	3	4	7						
12	gimnázium	férfi				36	16	17	17	-8	0	78	14	17	31						
12	gimnázium	férfi				40	19	19	17	0	0	95	25	24	49						
12	szakközép	nő				22	8	12	11	-15	0	38	18	18	36						
12	gimnázium	nő				33	12	14	14	-12	0	61	20	22	42						
12	szakközép	férfi				34	11	15	13	-10	-1	62	15	18	33						
12	szakközép	nő				37	12	15	12	-6	0	70	25	25	50						
12	gimnázium	nő				35	11	13	14	-6	0	67	10	14	24						
12	szakközép	nő				36	14	14	12	-2	0	74	20	22	42						
12	szakközép	nő				28	14	14	12	-9	0	59	8	8	16						
12	gimnázium	nő				38	13	15	12	-6	0	72	23	20	43						
12	szakközép	nő				33	14	15	12	-7	-1	66	12	15	27						
12	gimnázium	nő				36	15	17	16	-3	0	81	20	19	39						
12	szakközép	nő				23	9	10	10	-15	0	37	20	22	42						
12	gimnázium	nő				36	14	12	10	-3	-1	68	22	22	44						
12	gimnázium	nő				40	20	20	20	0	0	100	25	25	50						
12	szakközép	férfi				30	9	14	10	-5	-1	57	16	18	34						
12	gimnázium	férfi				40	14	16	17	0	0	87	21	21	42						
12	szakközép	férfi				28	8	11	10	-15	0	42	16	18	34						
12	gimnázium	nő				38	19	17	18	-5	0	87	25	25	50						
12	szakközép	férfi				26	12	10	10	-13	-1	44	10	12	22						
12	szakközép	nő				29	11	14	12	-7	0	59	12	16	28						
12	szakközép	férfi				30	13	9	8	-15	-3	42	5	3	8						
12	szakközép	nő				35	11	17	12	-3	0	72	23	25	48						
12	szakközép	nő				32	12	14	12	-9	-2	59	15	16	31						
12	szakközép	nő				35	12	18	14	-3	0	76	21	25	46						
12	szakközép	nő				30	5	7	7	-15	0	34	15	15	30						
12	szakközép	nő				32	12	14	14	-6	0	66	25	25	50						
12	szakközép	nő				28	10	10	9	-9	0	48	4	4	8						
12	gimnázium	férfi				39	12	14	12	-2	-1	74	23	24	47						
12	gimnázium	nő				38	15	14	14	-1	0	80	22	23	45						
12	gimnázium	férfi				37	10	18	14	-1	0	78	22	24	46						
12	gimnázium	férfi				40	20	20	20	0	0	100	25	25	50						
12	gimnázium	férfi				38	14	12	12	-3	0	73	15	18	33						
12	gimnázium	nő				35	19	20	19	-8	0	85	22	25	47						
12	gimnázium	nő				38	9	20	20	-2	0	85	23	25	48						
12	gimnázium	nő				36	15	15	14	-5	0	75	15	18	33						
13	gimnázium	nő				36	20	19	16	-8	0	83	25	25	50						
12	gimnázium	férfi				38	15	14	12	-5	-1	73	24	24	48						
12	gimnázium	nő				38	17	19	18	-3	0	89	25	25	50						
12	gimnázium	nő				39	16	18	18	0	0	91	22	18	40						
12	gimnázium	nő				38	18	18	19	-1	0	92	20	18	38						
12	gimnázium	nő				39	19	20	19	-1	0	96	23	22	45						
12	gimnázium	férfi				39	16	18	17	-3	0	87	25	25	50						
