id	telepules	muvmod	allapot	fedoszint	fekuszint
843	Szomolya	külfejtés	M	185,7	148,6
844	Szőc	külfejtés	M	247	228
845	Szőce	külfejtés	M	245	227
846	Szőkedencs	külfejtés	M	110,3	107
848	Taksony	külfejtés	M	103	90
849	Taksony	külfejtés	M	101,3	92
850	Taksony	külfejtés	M	101,3	94,1
851	Tállya	külfejtés	M	415	245
852	Tamási	külfejtés	M	166,4	130
853	Tápiógyörgye	külfejtés	M	91,6	84,2
855	Tapolcafő	külfejtés	M	177,7	150
856	Tarcal	külfejtés	M	340	138
857	Tardos	külfejtés	M	478	321,16
858	Tardos	külfejtés	M	351	314
859	Tardos	külfejtés	M	373	320
860	Tardosbánya	külfejtés	M	478	340
862	Tarhos	külfejtés	M	85,53	78
863	Tarnaszentmária	külfejtés	M	198,2	144
864	Tatabánya	külfejtés	M	323,3	151,5
866	Teleki	külfejtés	M	158	125
868	Tevel	külfejtés	M	172	144
869	Tibolddaróc	külfejtés	M	275	236
870	Tiborszállás	külfejtés	M	112,1	102
871	Tiszabecs	külfejtés	M	117	95,3
872	Tiszabecs	külfejtés	M	117,21	86,4
873	Tiszaeszlár	külfejtés	M	103,42	93,6
874	Tiszaföldvár	külfejtés	M	87,4	76,17
876	Tiszafüred	külfejtés	M	91,08	83,1
877	Tiszafüred	külfejtés	M	96,3	87,5
878	Tiszakanyár	külfejtés	M	113,2	95,5
880	Tiszakóród	külfejtés	M	115,2	99
881	Tiszakürt	külfejtés	M	86,87	78,3
882	Tiszalök	külfejtés	M	106,51	97
884	Tiszasüly	külfejtés	M	87,3	65
886	Tiszaszőlős	külfejtés	M	97,41	91
887	Tiszatarján	külfejtés	M	94,4	68
888	Tiszavasvári	külfejtés	M	97,8	80
890	Tófej	külfejtés	M	205,5	179
892	Tormásliget	külfejtés	M	183	171
893	Tornanádaska	külfejtés	M	236	180
895	Tornyiszentmiklós	külfejtés	M	155	144
896	Tornyosnémeti	külfejtés	M	268,07	250
904	Tótszerdahely	külfejtés	M	136	120
905	Tótvázsony	külfejtés	M	338	290
906	Törökszentmiklós	külfejtés	M	87,1	77
908	Törökszentmiklós	külfejtés	M	93	83,5
909	Törökszentmiklós	külfejtés	M	87,6	84,5
910	Törökszentmiklós	külfejtés	M	88	76
915	Ugod	külfejtés	M	215	180
916	Ugod	külfejtés	M	230,2	195
917	Ugod	külfejtés	M	288	249
918	Újfehértó	külfejtés	M	122	111,7
919	Úrkút	külfejtés	M	480	140
920	Uszka	külfejtés	M	119,8	104,8
922	Üröm	külfejtés	M	226	186
923	Üröm	külfejtés	M	367,9	332
924	Vác	külfejtés	M	560	380
925	Vác	külfejtés	M	333,2	221
926	Vác	külfejtés	M	115,4	101,61
928	Vaja	külfejtés	M	146,5	134,5
929	Vaja	külfejtés	M	143,5	134
930	Vaja	külfejtés	M	152	138
931	Vajta	külfejtés	M	162	144
933	Várpalota	külfejtés	M	183	155
934	Várpalota	külfejtés	M	192	145
935	Várpalota	külfejtés	M	130	113
936	Várpalota	külfejtés	M	120,5	110
937	Várvölgy	külfejtés	M	365,3	264,5
938	Várvölgy	külfejtés	M	253	205
939	Vásárosnamény	külfejtés	M	126,97	110
941	Verpelét	külfejtés	M	140,2	121,8
942	Versend	külfejtés	M	239,1	155
943	Veszprém	külfejtés	M	260	238
944	Veszprém	külfejtés	M	251	223
946	Villánykövesd	külfejtés	M	131,1	108
947	Vilmány	külfejtés	M	146	131,6
948	Vilonya	külfejtés	M	230	130
949	Vindornyaszőlős	külfejtés	M	357,9	268
951	Vönöck	külfejtés	M	162	140
952	Zákány	külfejtés	M	129,3	109
955	Zalaegerszeg	külfejtés	M	273	220
956	Zalahaláp	külfejtés	M	360	240
959	Zalakomár	külfejtés	M	131,5	118
960	Zalakomár	külfejtés	M	133	119
961	Zalalövő	külfejtés	M	225	200
962	Zalalövő	külfejtés	M	245	233
963	Zalalövő	külfejtés	M	210	182
964	Zalalövő	külfejtés	M	250	236
965	Zalaszentgrót	külfejtés	M	140,6	120
966	Zalaszentiván	külfejtés	M	170	150
969	Zámoly	külfejtés	M	207	175
970	Zebegény	külfejtés	M	200	133
971	Zsámbék	külfejtés	M	245	192
972	Zsana	mélyfúrás	M	150	-3000
973	Zsujta	külfejtés	M	157,5	142
974	Alsótelekes	külfejtés	S	278,5	160
975	Alsózsolca	külfejtés	S	111,3	95,65
976	Babót	külfejtés	S	122,4	98,7
977	Baj	külfejtés	S	158	130
978	Bakonybél	külfejtés	S	310	290
979	Balástya	külfejtés	S	92,13	89,5
980	Balatonhenye	külfejtés	S	328,6	288
981	Ballószög	külfejtés	S	125,82	120,42
982	Bátaszék	külfejtés	S	186,9	89,4
983	Bátonyterenye	külfejtés	S	270	180
984	Bátonyterenye	külfejtés	S	229	191
985	Békéscsaba	külfejtés	S	85,9	73,6
986	Bélavár	külfejtés	S	114	98
987	Beled	külfejtés	S	129	98
988	Bonyhád	külfejtés	S	146,5	130
989	Budakeszi	külfejtés	S	331	311
990	Csór	külfejtés	S	120	106
991	Csorna	külfejtés	S	113,2	112,1
992	Csővár	külfejtés	S	217	181
993	Délegyháza	külfejtés	S	98,3	89
994	Délegyháza	külfejtés	S	97,5	87
995	Demjén	külfejtés	S	220,09	180,3
996	Dunavarsány	külfejtés	S	102,8	87
997	Emőd	külfejtés	S	103	88
998	Fertőrákos	külfejtés	S	193	130
999	Füle	külfejtés	S	171	131
1000	Füzesabony	külfejtés	S	119	93
1001	Galvács	külfejtés	S	218	191,5
1002	Gomba	külfejtés	S	230	202
1003	Gyál	külfejtés	S	110	90
1004	Gyékényes	külfejtés	S	126	86
1005	Gyékényes	külfejtés	S	122,6	104,5
1006	Gyöngyöspata	külfejtés	S	308	200
1007	Gyulafirátót	külfejtés	S	436	342
1008	Gyúró	külfejtés	S	193	150
1010	Hajdúsámson	külfejtés	S	142,62	131,14
1011	Halászi	külfejtés	S	123	70
1012	Hejőkürt	külfejtés	S	98,22	79
1013	Hernádvécse	külfejtés	S	208,4	199
1014	Hódmezővásárhely	külfejtés	S	86,53	79
1015	Homokmégy	külfejtés	S	92	89,5
1019	Isztimér	külfejtés	S	327	248
1021	Jászfelsőszentgyörgy	külfejtés	S	112,37	103
1022	Kál	külfejtés	S	116,3	100
1024	Kaszaper	külfejtés	S	96	89
1027	Kékcse	külfejtés	S	108,19	96,3
1028	Kerecsend	külfejtés	S	126	117
1029	Királyszentistván	külfejtés	S	230	180
1038	Kolontár	külfejtés	S	224	209,5
1039	Komárom	külfejtés	S	111,8	98
1040	Köröm	külfejtés	S	99,5	90
1042	Lébény	külfejtés	S	115,8	84,5
1043	Lenti	külfejtés	S	215,5	178
1044	Lepsény	külfejtés	S	134	115
1045	Letenye	külfejtés	S	139	130
1046	Mád	külfejtés	S	380	220
1047	Majosháza	külfejtés	S	103,5	86
1048	Mánfa	külfejtés	S	366	308
1056	Mezőkövesd	külfejtés	S	110,5	94,4
1057	Mezőkövesd	külfejtés	S	108,3	94,4
1058	Mezőtúr	külfejtés	S	84,9	66,7
1059	Mezőtúr	külfejtés	S	85,1	66,7
1060	Miskolc	külfejtés	S	373,75	248
1061	Miskolc	külfejtés	S	226	140
1062	Molnári	külfejtés	S	141,9	133,2
1064	Nagykanizsa	külfejtés	S	165,2	137,2
1066	Nagyszénás	külfejtés	S	88,15	77
1067	Nagytarcsa	külfejtés	S	240	223
1068	Nemti	külfejtés	S	345	325
1072	Nyékládháza	külfejtés	S	106	71,2
1073	Nyirád	külfejtés	S	240	170
1074	Nyíregyháza	külfejtés	S	113,28	109,25
1075	Ócsa	külfejtés	S	98	73
1076	Ócsa	külfejtés	S	97,6	69,4
1077	Ónod	külfejtés	S	109	63
1079	Őrbottyán	külfejtés	S	220	155
1080	Őrimagyarósd	külfejtés	S	237	217
1081	Pankasz	külfejtés	S	242,2	233
1082	Perkáta	külfejtés	S	131,7	115,8
1083	Pilis	külfejtés	S	148,6	138
1084	Pilisvörösvár	külfejtés	S	295	225
1085	Pórszombat	külfejtés	S	211,9	187
1086	Pusztamiske	külfejtés	S	220	197
1087	Rábapaty	külfejtés	S	157,8	148,6
1088	Rákóczifalva	mélyfúrás	S	92	-2100
1089	Rátka	külfejtés	S	240	195
1090	Rátka	külfejtés	S	240	160
1091	Rátót	külfejtés	S	209	189
1092	Recsk	mélyművelés	S	320	-1000
1093	Rudabányácska	külfejtés	S	139	118
1095	Sajóhídvég	külfejtés	S	103	72,2
1096	Sajópüspöki	külfejtés	S	151,3	144,2
1097	Sikátor	külfejtés	S	217	201
1098	Sirok	külfejtés	S	350,9	180
1099	Somberek	külfejtés	S	160,8	84,3
1100	Sükösd	külfejtés	S	88,4	86,1
1102	Szegilong	külfejtés	S	244	122,5
1103	Szegvár	külfejtés	S	83,71	70
1104	Szenta	külfejtés	S	161	143
1105	Szentendre	külfejtés	S	105	89,8
1106	Szentes	külfejtés	S	84	75
1107	Szerencs	külfejtés	S	265	225
1108	Szokolya	külfejtés	S	310	290
1109	Szomolya	külfejtés	S	242	202
1110	Szőc	külfejtés	S	256	220
1111	Szuha	külfejtés	S	385	315
1112	Szurdokpüspöki	külfejtés	S	330	160
1113	Tápszentmiklós	külfejtés	S	197	184
1114	Tar	külfejtés	S	226,7	195
1115	Tarnabod	külfejtés	S	116,72	101
1116	Tótszerdahely	külfejtés	S	145	120,5
1117	Tököl	külfejtés	S	101	89
1118	Üllő	külfejtés	S	132,3	122,7
1119	Zalaegerszeg	külfejtés	S	153	132
1120	Zalakomár	külfejtés	S	111	106
1121	Almásneszmély	külfejtés	T	169,7	113,2
1122	Alsónána	külfejtés	T	165,4	130
1123	Bakonya	mélyművelés	T	435	-110
1125	Békés	külfejtés	T	85,3	76,5
1126	Budapest	külfejtés	T	158,5	142
1127	Bugac	külfejtés	T	118	112,5
1128	Cserkeszőlő	külfejtés	T	88,7	86,5
1129	Csikvánd	külfejtés	T	142,5	132
1130	Csobánka	külfejtés	T	220	196
1131	Debrecen	külfejtés	T	132,65	124
1132	Eger	külfejtés	T	235	160
1133	Fertőd	külfejtés	T	129	123,6
1134	Gősfa	külfejtés	T	181,7	163
1135	Gyál	külfejtés	T	110,8	108,7
1136	Gyál	külfejtés	T	112	106,1
1137	Gyál	külfejtés	T	109,7	98,7
1138	Gyékényes	külfejtés	T		
1139	Gyöngyösoroszi	mélyművelés	T	708	150
1140	Kiskunfélegyháza	külfejtés	T	102	96,7
1141	Kiskunfélegyháza	külfejtés	T	104,48	100,3
1142	Kiskunfélegyháza	külfejtés	T	102	98
1143	Kiskunlacháza	külfejtés	T	95,4	84,2
1144	Makó	külfejtés	T	86,5	82
1145	Márkó	külfejtés	T	298	255
1146	Nagykereki	külfejtés	T	102,1	94
1147	Nyirád	külfejtés	T	232	170
1148	Óbarok	külfejtés	T	297	220
1149	Ópályi	külfejtés	T	131,5	120
1150	Orosháza	külfejtés	T	90	86
1151	Paks	külfejtés	T	151	103
1152	Pankasz	külfejtés	T	237	225
1155	Szabadbattyán	külfejtés	T	121,5	111,5
1156	Szekszárd	külfejtés	T	232,5	170
1157	Telki	külfejtés	T	383,2	331
1158	Tiszacsege	külfejtés	T	93,2	82,8
1159	Tiszadob	külfejtés	T	99	92
1160	Tiszasziget	külfejtés	T	80,27	72,6
1161	Újbarok	külfejtés	T	202,6	160
1162	Vecsés	külfejtés	T	128,1	117,5
1163	Veszprém-Kádárta	külfejtés	T	231	210
1164	Vilonya	külfejtés	T	230	130
1165	Zalaszentiván	külfejtés	T	195	175
1166	Zsennye	külfejtés	T	175	163,5
1167	Alsóújlak	külfejtés	B	220,1	206
1168	Bicske	külfejtés	B	265	160
1169	Csabrendek	mélyművelés	B	250	20
1170	Diszel	külfejtés	B	280	-320
1173	Felsőcsatár	mélyművelés	B	286	176
1174	Gárdony	külfejtés	B	143	130
1175	Hajdúdorog	külfejtés	B	117,95	107
1176	Hajdúnánás	külfejtés	B	94,52	88,51
1177	Halimba	mélyművelés	B	235	-148,1
1178	Halimba	mélyművelés	B	255	40
1180	Hosszúpereszteg	külfejtés	B	176,5	160
1182	Kiskunlacháza	külfejtés	B	95,4	85,1
1186	Kővágószőlős	mélyművelés	B		
1194	Nyirád	mélyművelés	B		
1195	Nyirád	mélyművelés	B	226	60
1200	Szőc	külfejtés	B		
1201	Teskánd	külfejtés	B	222	173
1202	Tompaládony	külfejtés	B	151	146,5
1212	Pötréte	külfejtés	M	146	139,5
